X,Z,Y
-0.55102,0.78673,7.0248
-0.55102,0.80612,7.0513
-0.55102,0.82551,7.0771
-0.55102,0.8449,7.1024
-0.55102,0.86429,7.1271
-0.55102,0.88367,7.1512
-0.55102,0.90306,7.1748
-0.55102,0.92245,7.1979
-0.55102,0.94184,7.2205
-0.55102,0.96122,7.2427
-0.55102,0.98061,7.2644
-0.55102,1,7.2857
-0.5102,0.05,4.0401
-0.5102,0.069388,4.3954
-0.5102,0.088776,4.6625
-0.5102,0.10816,4.8767
-0.5102,0.12755,5.0554
-0.5102,0.14694,5.2088
-0.5102,0.16633,5.3432
-0.5102,0.18571,5.4627
-0.5102,0.2051,5.5704
-0.5102,0.22449,5.6683
-0.5102,0.24388,5.7581
-0.5102,0.26327,5.841
-0.5102,0.28265,5.9181
-0.5102,0.30204,5.99
-0.5102,0.32143,6.0574
-0.5102,0.34082,6.1209
-0.5102,0.3602,6.1809
-0.5102,0.37959,6.2378
-0.5102,0.39898,6.2918
-0.5102,0.41837,6.3432
-0.5102,0.43776,6.3923
-0.5102,0.45714,6.4393
-0.5102,0.47653,6.4843
-0.5102,0.49592,6.5276
-0.5102,0.51531,6.5691
-0.5102,0.53469,6.6092
-0.5102,0.55408,6.6478
-0.5102,0.57347,6.6851
-0.5102,0.59286,6.7211
-0.5102,0.61224,6.756
-0.5102,0.63163,6.7898
-0.5102,0.65102,6.8226
-0.5102,0.67041,6.8544
-0.5102,0.6898,6.8853
-0.5102,0.70918,6.9154
-0.5102,0.72857,6.9446
-0.5102,0.74796,6.9731
-0.5102,0.76735,7.0008
-0.5102,0.78673,7.0279
-0.5102,0.80612,7.0543
-0.5102,0.82551,7.08
-0.5102,0.8449,7.1052
-0.5102,0.86429,7.1298
-0.5102,0.88367,7.1539
-0.5102,0.90306,7.1774
-0.5102,0.92245,7.2004
-0.5102,0.94184,7.223
-0.5102,0.96122,7.2451
-0.5102,0.98061,7.2667
-0.5102,1,7.2879
-0.46939,0.05,4.0522
-0.46939,0.069388,4.4064
-0.46939,0.088776,4.6727
-0.46939,0.10816,4.8862
-0.46939,0.12755,5.0644
-0.46939,0.14694,5.2174
-0.46939,0.16633,5.3513
-0.46939,0.18571,5.4705
-0.46939,0.2051,5.5778
-0.46939,0.22449,5.6755
-0.46939,0.24388,5.765
-0.46939,0.26327,5.8477
-0.46939,0.28265,5.9245
-0.46939,0.30204,5.9962
-0.46939,0.32143,6.0634
-0.46939,0.34082,6.1267
-0.46939,0.3602,6.1865
-0.46939,0.37959,6.2432
-0.46939,0.39898,6.297
-0.46939,0.41837,6.3483
-0.46939,0.43776,6.3973
-0.46939,0.45714,6.4441
-0.46939,0.47653,6.489
-0.46939,0.49592,6.5321
-0.46939,0.51531,6.5736
-0.46939,0.53469,6.6135
-0.46939,0.55408,6.652
-0.46939,0.57347,6.6892
-0.46939,0.59286,6.7251
-0.46939,0.61224,6.7599
-0.46939,0.63163,6.7936
-0.46939,0.65102,6.8263
-0.46939,0.67041,6.858
-0.46939,0.6898,6.8888
-0.46939,0.70918,6.9188
-0.46939,0.72857,6.9479
-0.46939,0.74796,6.9763
-0.46939,0.76735,7.004
-0.46939,0.78673,7.0309
-0.46939,0.80612,7.0572
-0.46939,0.82551,7.0829
-0.46939,0.8449,7.108
-0.46939,0.86429,7.1325
-0.46939,0.88367,7.1565
-0.46939,0.90306,7.18
-0.46939,0.92245,7.2029
-0.46939,0.94184,7.2254
-0.46939,0.96122,7.2474
-0.46939,0.98061,7.269
-0.46939,1,7.2902
-0.42857,0.05,4.0642
-0.42857,0.069388,4.4173
-0.42857,0.088776,4.6829
-0.42857,0.10816,4.8957
-0.42857,0.12755,5.0734
-0.42857,0.14694,5.2259
-0.42857,0.16633,5.3594
-0.42857,0.18571,5.4782
-0.42857,0.2051,5.5852
-0.42857,0.22449,5.6826
-0.42857,0.24388,5.7718
-0.42857,0.26327,5.8543
-0.42857,0.28265,5.9309
-0.42857,0.30204,6.0023
-0.42857,0.32143,6.0694
-0.42857,0.34082,6.1325
-0.42857,0.3602,6.1921
-0.42857,0.37959,6.2486
-0.42857,0.39898,6.3023
-0.42857,0.41837,6.3534
-0.42857,0.43776,6.4022
-0.42857,0.45714,6.4489
-0.42857,0.47653,6.4937
-0.42857,0.49592,6.5367
-0.42857,0.51531,6.578
-0.42857,0.53469,6.6178
-0.42857,0.55408,6.6562
-0.42857,0.57347,6.6932
-0.42857,0.59286,6.7291
-0.42857,0.61224,6.7638
-0.42857,0.63163,6.7973
-0.42857,0.65102,6.8299
-0.42857,0.67041,6.8616
-0.42857,0.6898,6.8923
-0.42857,0.70918,6.9221
-0.42857,0.72857,6.9512
-0.42857,0.74796,6.9795
-0.42857,0.76735,7.0071
-0.42857,0.78673,7.034
-0.42857,0.80612,7.0602
-0.42857,0.82551,7.0858
-0.42857,0.8449,7.1108
-0.42857,0.86429,7.1353
-0.42857,0.88367,7.1592
-0.42857,0.90306,7.1826
-0.42857,0.92245,7.2055
-0.42857,0.94184,7.2279
-0.42857,0.96122,7.2498
-0.42857,0.98061,7.2714
-0.42857,1,7.2925
-0.38776,0.05,4.0762
-0.38776,0.069388,4.4283
-0.38776,0.088776,4.693
-0.38776,0.10816,4.9052
-0.38776,0.12755,5.0823
-0.38776,0.14694,5.2344
-0.38776,0.16633,5.3675
-0.38776,0.18571,5.486
-0.38776,0.2051,5.5926
-0.38776,0.22449,5.6897
-0.38776,0.24388,5.7787
-0.38776,0.26327,5.8609
-0.38776,0.28265,5.9372
-0.38776,0.30204,6.0085
-0.38776,0.32143,6.0753
-0.38776,0.34082,6.1382
-0.38776,0.3602,6.1977
-0.38776,0.37959,6.254
-0.38776,0.39898,6.3075
-0.38776,0.41837,6.3585
-0.38776,0.43776,6.4072
-0.38776,0.45714,6.4537
-0.38776,0.47653,6.4984
-0.38776,0.49592,6.5412
-0.38776,0.51531,6.5824
-0.38776,0.53469,6.6221
-0.38776,0.55408,6.6604
-0.38776,0.57347,6.6973
-0.38776,0.59286,6.733
-0.38776,0.61224,6.7676
-0.38776,0.63163,6.8011
-0.38776,0.65102,6.8336
-0.38776,0.67041,6.8651
-0.38776,0.6898,6.8957
-0.38776,0.70918,6.9255
-0.38776,0.72857,6.9545
-0.38776,0.74796,6.9827
-0.38776,0.76735,7.0102
-0.38776,0.78673,7.037
-0.38776,0.80612,7.0632
-0.38776,0.82551,7.0887
-0.38776,0.8449,7.1136
-0.38776,0.86429,7.138
-0.38776,0.88367,7.1618
-0.38776,0.90306,7.1852
-0.38776,0.92245,7.208
-0.38776,0.94184,7.2303
-0.38776,0.96122,7.2522
-0.38776,0.98061,7.2737
-0.38776,1,7.2947
-0.34694,0.05,4.0882
-0.34694,0.069388,4.4391
-0.34694,0.088776,4.7031
-0.34694,0.10816,4.9147
-0.34694,0.12755,5.0913
-0.34694,0.14694,5.2428
-0.34694,0.16633,5.3756
-0.34694,0.18571,5.4937
-0.34694,0.2051,5.6
-0.34694,0.22449,5.6968
-0.34694,0.24388,5.7855
-0.34694,0.26327,5.8674
-0.34694,0.28265,5.9436
-0.34694,0.30204,6.0146
-0.34694,0.32143,6.0812
-0.34694,0.34082,6.144
-0.34694,0.3602,6.2032
-0.34694,0.37959,6.2594
-0.34694,0.39898,6.3128
-0.34694,0.41837,6.3636
-0.34694,0.43776,6.4121
-0.34694,0.45714,6.4585
-0.34694,0.47653,6.503
-0.34694,0.49592,6.5457
-0.34694,0.51531,6.5868
-0.34694,0.53469,6.6264
-0.34694,0.55408,6.6645
-0.34694,0.57347,6.7014
-0.34694,0.59286,6.737
-0.34694,0.61224,6.7714
-0.34694,0.63163,6.8048
-0.34694,0.65102,6.8372
-0.34694,0.67041,6.8686
-0.34694,0.6898,6.8992
-0.34694,0.70918,6.9289
-0.34694,0.72857,6.9578
-0.34694,0.74796,6.9859
-0.34694,0.76735,7.0133
-0.34694,0.78673,7.04
-0.34694,0.80612,7.0661
-0.34694,0.82551,7.0916
-0.34694,0.8449,7.1164
-0.34694,0.86429,7.1407
-0.34694,0.88367,7.1645
-0.34694,0.90306,7.1877
-0.34694,0.92245,7.2105
-0.34694,0.94184,7.2328
-0.34694,0.96122,7.2546
-0.34694,0.98061,7.276
-0.34694,1,7.297
-0.30612,0.05,4.1001
-0.30612,0.069388,4.45
-0.30612,0.088776,4.7131
-0.30612,0.10816,4.9241
-0.30612,0.12755,5.1001
-0.30612,0.14694,5.2513
-0.30612,0.16633,5.3836
-0.30612,0.18571,5.5013
-0.30612,0.2051,5.6074
-0.30612,0.22449,5.7038
-0.30612,0.24388,5.7923
-0.30612,0.26327,5.874
-0.30612,0.28265,5.9499
-0.30612,0.30204,6.0207
-0.30612,0.32143,6.0872
-0.30612,0.34082,6.1497
-0.30612,0.3602,6.2088
-0.30612,0.37959,6.2648
-0.30612,0.39898,6.318
-0.30612,0.41837,6.3686
-0.30612,0.43776,6.417
-0.30612,0.45714,6.4633
-0.30612,0.47653,6.5076
-0.30612,0.49592,6.5502
-0.30612,0.51531,6.5912
-0.30612,0.53469,6.6306
-0.30612,0.55408,6.6687
-0.30612,0.57347,6.7054
-0.30612,0.59286,6.7409
-0.30612,0.61224,6.7753
-0.30612,0.63163,6.8086
-0.30612,0.65102,6.8408
-0.30612,0.67041,6.8722
-0.30612,0.6898,6.9026
-0.30612,0.70918,6.9322
-0.30612,0.72857,6.961
-0.30612,0.74796,6.9891
-0.30612,0.76735,7.0164
-0.30612,0.78673,7.043
-0.30612,0.80612,7.069
-0.30612,0.82551,7.0944
