X,Z,Y
-0.42857,0.56531,48.003
-0.42857,0.57551,48.391
-0.42857,0.58571,48.775
-0.42857,0.59592,49.156
-0.42857,0.60612,49.533
-0.42857,0.61633,49.906
-0.42857,0.62653,50.277
-0.42857,0.63673,50.643
-0.42857,0.64694,51.007
-0.42857,0.65714,51.368
-0.42857,0.66735,51.725
-0.42857,0.67755,52.079
-0.42857,0.68776,52.431
-0.42857,0.69796,52.78
-0.42857,0.70816,53.125
-0.42857,0.71837,53.468
-0.42857,0.72857,53.809
-0.42857,0.73878,54.147
-0.42857,0.74898,54.482
-0.42857,0.75918,54.815
-0.42857,0.76939,55.145
-0.42857,0.77959,55.473
-0.42857,0.7898,55.799
-0.42857,0.8,56.122
-0.38776,0.3,36.095
-0.38776,0.3102,36.642
-0.38776,0.32041,37.18
-0.38776,0.33061,37.708
-0.38776,0.34082,38.228
-0.38776,0.35102,38.738
-0.38776,0.36122,39.241
-0.38776,0.37143,39.736
-0.38776,0.38163,40.224
-0.38776,0.39184,40.704
-0.38776,0.40204,41.178
-0.38776,0.41224,41.645
-0.38776,0.42245,42.106
-0.38776,0.43265,42.56
-0.38776,0.44286,43.009
-0.38776,0.45306,43.452
-0.38776,0.46327,43.89
-0.38776,0.47347,44.322
-0.38776,0.48367,44.75
-0.38776,0.49388,45.172
-0.38776,0.50408,45.59
-0.38776,0.51429,46.003
-0.38776,0.52449,46.411
-0.38776,0.53469,46.815
-0.38776,0.5449,47.215
-0.38776,0.5551,47.611
-0.38776,0.56531,48.003
-0.38776,0.57551,48.391
-0.38776,0.58571,48.775
-0.38776,0.59592,49.156
-0.38776,0.60612,49.533
-0.38776,0.61633,49.906
-0.38776,0.62653,50.277
-0.38776,0.63673,50.643
-0.38776,0.64694,51.007
-0.38776,0.65714,51.368
-0.38776,0.66735,51.725
-0.38776,0.67755,52.079
-0.38776,0.68776,52.431
-0.38776,0.69796,52.78
-0.38776,0.70816,53.125
-0.38776,0.71837,53.468
-0.38776,0.72857,53.809
-0.38776,0.73878,54.147
-0.38776,0.74898,54.482
-0.38776,0.75918,54.815
-0.38776,0.76939,55.145
-0.38776,0.77959,55.473
-0.38776,0.7898,55.799
-0.38776,0.8,56.122
-0.34694,0.3,36.095
-0.34694,0.3102,36.642
-0.34694,0.32041,37.18
-0.34694,0.33061,37.708
-0.34694,0.34082,38.228
-0.34694,0.35102,38.738
-0.34694,0.36122,39.241
-0.34694,0.37143,39.736
-0.34694,0.38163,40.224
-0.34694,0.39184,40.704
-0.34694,0.40204,41.178
-0.34694,0.41224,41.645
-0.34694,0.42245,42.106
-0.34694,0.43265,42.56
-0.34694,0.44286,43.009
-0.34694,0.45306,43.452
-0.34694,0.46327,43.89
-0.34694,0.47347,44.322
-0.34694,0.48367,44.75
-0.34694,0.49388,45.172
-0.34694,0.50408,45.59
-0.34694,0.51429,46.003
-0.34694,0.52449,46.411
-0.34694,0.53469,46.815
-0.34694,0.5449,47.215
-0.34694,0.5551,47.611
-0.34694,0.56531,48.003
-0.34694,0.57551,48.391
-0.34694,0.58571,48.775
-0.34694,0.59592,49.156
-0.34694,0.60612,49.533
-0.34694,0.61633,49.906
-0.34694,0.62653,50.277
-0.34694,0.63673,50.643
-0.34694,0.64694,51.007
-0.34694,0.65714,51.368
-0.34694,0.66735,51.725
-0.34694,0.67755,52.079
-0.34694,0.68776,52.431
-0.34694,0.69796,52.78
-0.34694,0.70816,53.125
-0.34694,0.71837,53.468
-0.34694,0.72857,53.809
-0.34694,0.73878,54.147
-0.34694,0.74898,54.482
-0.34694,0.75918,54.815
-0.34694,0.76939,55.145
-0.34694,0.77959,55.473
-0.34694,0.7898,55.799
-0.34694,0.8,56.122
-0.30612,0.3,36.095
-0.30612,0.3102,36.642
-0.30612,0.32041,37.18
-0.30612,0.33061,37.708
-0.30612,0.34082,38.228
-0.30612,0.35102,38.738
-0.30612,0.36122,39.241
-0.30612,0.37143,39.736
-0.30612,0.38163,40.224
-0.30612,0.39184,40.704
-0.30612,0.40204,41.178
-0.30612,0.41224,41.645
-0.30612,0.42245,42.106
-0.30612,0.43265,42.56
-0.30612,0.44286,43.009
-0.30612,0.45306,43.452
-0.30612,0.46327,43.89
-0.30612,0.47347,44.322
-0.30612,0.48367,44.75
-0.30612,0.49388,45.172
-0.30612,0.50408,45.59
-0.30612,0.51429,46.003
-0.30612,0.52449,46.411
-0.30612,0.53469,46.815
-0.30612,0.5449,47.215
-0.30612,0.5551,47.611
-0.30612,0.56531,48.003
-0.30612,0.57551,48.391
-0.30612,0.58571,48.775
-0.30612,0.59592,49.156
-0.30612,0.60612,49.533
-0.30612,0.61633,49.906
-0.30612,0.62653,50.277
-0.30612,0.63673,50.643
-0.30612,0.64694,51.007
-0.30612,0.65714,51.368
-0.30612,0.66735,51.725
-0.30612,0.67755,52.079
-0.30612,0.68776,52.431
-0.30612,0.69796,52.78
-0.30612,0.70816,53.125
-0.30612,0.71837,53.468
-0.30612,0.72857,53.809
-0.30612,0.73878,54.147
-0.30612,0.74898,54.482
-0.30612,0.75918,54.815
-0.30612,0.76939,55.145
-0.30612,0.77959,55.473
-0.30612,0.7898,55.799
-0.30612,0.8,56.122
-0.26531,0.3,36.095
-0.26531,0.3102,36.642
-0.26531,0.32041,37.18
-0.26531,0.33061,37.708
-0.26531,0.34082,38.228
-0.26531,0.35102,38.738
-0.26531,0.36122,39.241
-0.26531,0.37143,39.736
-0.26531,0.38163,40.224
-0.26531,0.39184,40.704
-0.26531,0.40204,41.178
-0.26531,0.41224,41.645
-0.26531,0.42245,42.106
-0.26531,0.43265,42.56
-0.26531,0.44286,43.009
-0.26531,0.45306,43.452
-0.26531,0.46327,43.89
-0.26531,0.47347,44.322
-0.26531,0.48367,44.75
-0.26531,0.49388,45.172
-0.26531,0.50408,45.59
-0.26531,0.51429,46.003
-0.26531,0.52449,46.411
-0.26531,0.53469,46.815
-0.26531,0.5449,47.215
-0.26531,0.5551,47.611
-0.26531,0.56531,48.003
-0.26531,0.57551,48.391
-0.26531,0.58571,48.775
-0.26531,0.59592,49.156
-0.26531,0.60612,49.533
-0.26531,0.61633,49.906
-0.26531,0.62653,50.277
-0.26531,0.63673,50.643
-0.26531,0.64694,51.007
-0.26531,0.65714,51.368
-0.26531,0.66735,51.725
-0.26531,0.67755,52.079
-0.26531,0.68776,52.431
-0.26531,0.69796,52.78
-0.26531,0.70816,53.125
-0.26531,0.71837,53.468
-0.26531,0.72857,53.809
